scenario,sample_id,tan_init,tan_final_6m,tan_reduction_rate,total_cost_6m,is_feasible
budget_1600,441,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,442,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,445,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,449,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,451,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,459,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,460,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,468,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,470,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,472,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,477,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1600,479,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1600,482,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,485,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,488,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,489,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,491,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,497,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,499,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,500,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1600,503,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1600,519,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,520,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,523,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1600,524,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,526,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,536,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,541,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,552,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,553,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,559,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,567,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,568,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,574,56.0,38.632707739135995,0.3101302189440001,900.0,1
budget_1600,575,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1600,590,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,592,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,605,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1600,606,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,608,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1600,609,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,612,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,620,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1600,630,56.0,38.632707739135995,0.3101302189440001,900.0,1
budget_1600,633,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,634,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,636,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,642,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,643,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,646,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,649,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,651,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,661,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,675,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,679,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,681,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1600,696,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,698,56.0,38.632707739135995,0.3101302189440001,900.0,1
budget_1600,700,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,710,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,711,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,712,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,713,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,715,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,719,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,720,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,722,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,723,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,724,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,726,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,729,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,733,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,735,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,736,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1600,737,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,741,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,742,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,745,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1600,746,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,747,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,750,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1600,754,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,759,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1600,762,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,763,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,769,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,771,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1600,775,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,776,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,777,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,781,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,784,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1600,786,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,790,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,793,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1600,796,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,798,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,805,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1600,806,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,809,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1600,811,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,818,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,819,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,826,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,827,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,830,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,836,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,838,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,842,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,845,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,846,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1600,852,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,856,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,862,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,864,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,865,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,868,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,873,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1600,874,60.0,31.886460000000003,0.46855899999999995,1560.0,1
budget_1600,876,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,879,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,881,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,889,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1600,898,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,908,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1600,909,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,913,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1600,916,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,918,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,920,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,926,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,931,61.0,32.41790100000001,0.4685589999999999,1560.0,1
budget_1600,935,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1600,938,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,945,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,951,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1600,956,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,958,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,959,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1600,962,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1600,963,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1600,970,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1600,976,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1600,983,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1600,991,59.0,31.355019000000006,0.4685589999999999,1560.0,1
budget_1600,993,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1600,998,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1600,999,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1800,1,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,2,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,3,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,4,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,5,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,9,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1800,11,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,12,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,15,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,29,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1800,30,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,35,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,36,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,40,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,46,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1800,49,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,51,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,52,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,53,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,55,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1800,59,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,62,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1800,68,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,82,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,85,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,87,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,88,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,92,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1800,96,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1800,97,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,98,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,100,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,101,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1800,104,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1800,106,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,112,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1800,114,57.0,30.292137000000007,0.4685589999999999,1716.0,1
budget_1800,116,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1800,123,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,126,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1800,128,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1800,134,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,137,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,141,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,142,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,149,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,150,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1800,158,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,161,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,175,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,178,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,179,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1800,180,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1800,185,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,191,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,192,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,193,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1800,194,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,197,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,200,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,201,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,202,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,203,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,208,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,212,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,215,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,218,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,220,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,222,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,230,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,231,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,233,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1800,244,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,246,58.0,30.823578000000005,0.4685589999999999,1716.0,1
budget_1800,247,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,252,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,263,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,265,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,267,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1800,273,56.0,29.760696,0.468559,1716.0,1
budget_1800,280,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,281,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1800,283,58.0,30.823578000000005,0.4685589999999999,1716.0,1
budget_1800,288,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,289,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1800,290,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,291,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1800,293,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,295,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1800,298,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1800,308,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1800,313,65.0,34.543665000000004,0.46855899999999995,1500.0,1
budget_1800,314,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,315,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,317,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1800,321,56.0,29.760696,0.468559,1716.0,1
budget_1800,322,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,331,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,335,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1800,339,65.0,32.303783912465,0.503018709039,1740.0,1
budget_1800,342,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,347,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,349,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,350,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,353,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,355,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,358,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1800,361,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1800,364,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,365,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,370,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1800,376,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,380,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,387,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,389,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,399,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,400,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1800,404,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1800,407,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,411,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,412,56.0,29.760696,0.468559,1716.0,1
budget_1800,413,62.0,32.949342000000016,0.4685589999999997,1500.0,1
budget_1800,416,65.0,32.303783912465,0.503018709039,1740.0,1
budget_1800,417,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,422,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1800,427,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1800,428,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,432,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,433,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,437,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1800,441,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,442,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,445,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,449,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,451,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,459,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,460,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,468,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,470,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,472,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,477,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1800,479,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1800,482,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,485,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,488,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,489,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,491,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,497,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,499,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,500,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1800,503,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1800,519,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,520,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,523,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1800,524,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,526,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,536,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,541,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1800,552,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,553,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,559,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,567,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,568,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,574,56.0,38.632707739135995,0.3101302189440001,900.0,1
budget_1800,575,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1800,590,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,592,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,605,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1800,606,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,608,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1800,609,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,612,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,620,61.0,36.987655081984016,0.3936449986559997,1200.0,1
budget_1800,630,56.0,38.632707739135995,0.3101302189440001,900.0,1
budget_1800,633,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,634,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,636,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,642,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,643,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,646,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,649,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1800,651,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,661,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,675,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,679,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,681,65.0,32.303783912465,0.503018709039,1740.0,1
budget_1800,696,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,698,56.0,38.632707739135995,0.3101302189440001,900.0,1
budget_1800,700,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,710,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,711,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,712,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,713,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,715,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,719,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,720,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,722,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,723,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1800,724,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,726,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,729,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,733,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,735,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,736,65.0,32.303783912465,0.503018709039,1740.0,1
budget_1800,737,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,741,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,742,63.0,31.309821330543002,0.5030187090389999,1740.0,1
budget_1800,745,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1800,746,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1800,747,60.0,29.818877457659998,0.503018709039,1680.0,1
budget_1800,750,65.0,32.303783912465,0.503018709039,1740.0,1
budget_1800,754,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,759,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1800,762,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,763,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,769,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,771,57.0,39.322577520191984,0.3101302189440003,900.0,1
budget_1800,775,64.0,34.01222400000001,0.46855899999999984,1500.0,1
budget_1800,776,59.0,35.774945079296,0.39364499865599994,1200.0,1
budget_1800,777,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,781,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,784,55.0,37.942837958079984,0.3101302189440003,900.0,1
budget_1800,786,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,790,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,793,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1800,796,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,798,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,805,58.0,40.01244730124799,0.3101302189440002,900.0,1
budget_1800,806,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,809,55.0,31.232808862255006,0.4321307479589999,1380.0,1
budget_1800,811,63.0,33.480783,0.46855899999999995,1500.0,1
budget_1800,818,56.0,31.80067811429601,0.43213074795899986,1380.0,1
budget_1800,819,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,826,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,827,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,830,58.0,32.936416618378004,0.4321307479589999,1380.0,1
budget_1800,836,60.0,36.38130008064001,0.39364499865599983,1200.0,1
budget_1800,838,62.0,30.812840039582007,0.5030187090389999,1740.0,1
budget_1800,842,61.0,30.315858748621004,0.5030187090389999,1680.0,1
budget_1800,845,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,846,57.0,32.368547366337005,0.4321307479589999,1380.0,1
budget_1800,852,59.0,29.321896166699002,0.5030187090389999,1680.0,1
budget_1800,856,64.0,31.806802621504005,0.5030187090389999,1740.0,1
budget_1800,862,61.0,30.315858748621004,0.5030187090389999,1680.0,1
